ID,STORE,NAME,X,Y,CLASS,CLIMATE,FOOD,DC,MILES,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TTL
1372 ,2124 ,PHILADELPHIA W,-75.212822,40.006544,AA,1,Y,589 ,142 ,64264 ,67156 ,87912 ,66431 ,63690 ,87063 ,73575 ,78249 ,85271 ,69210 ,85821 ,111796 ,940439 
1373 ,2125 ,OMAHA,-96.0244,41.2609,B,1,Y,590 ,245 ,28038 ,29300 ,38356 ,28984 ,27788 ,37985 ,32101 ,34140 ,37204 ,30196 ,37444 ,48777 ,410312 
1374 ,2126 ,MT JULIET,-86.5089,36.168,C,4, ,580 ,131 ,25560 ,26710 ,34966 ,26422 ,25332 ,34628 ,29263 ,31122 ,33915 ,27527 ,34134 ,44465 ,374043 
1375 ,2127 ,LANESBOROUGH,-73.206,42.4923,C,1, ,3802 ,73 ,24742 ,25856 ,33847 ,25577 ,24521 ,33520 ,28327 ,30127 ,32830 ,26647 ,33042 ,43043 ,362080 
1376 ,2128 ,IRVINE SPECTRUM,-117.7446,33.6511,B,5,Y,553 ,46 ,32199 ,32046 ,41950 ,31700 ,30392 ,41545 ,35109 ,37339 ,42033 ,36084 ,41592 ,54607 ,456596 
1377 ,2129 ,PEACHTREE CITY,-84.5898,33.4402,C,4,Y,580 ,203 ,21845 ,22828 ,29884 ,22581 ,21650 ,29595 ,25010 ,26599 ,28986 ,23526 ,29173 ,38002 ,319679 
1378 ,2130 ,TOPSHAM,-69.9824,43.9349,C,1, ,579 ,264 ,21882 ,22867 ,29934 ,22620 ,21687 ,29645 ,25053 ,26644 ,29035 ,23566 ,29222 ,38067 ,320222 
1379 ,2131 ,UPPER PROVIDENCE N,-75.4997,40.2127,A,1,Y,560 ,284 ,39714 ,41502 ,54329 ,41054 ,39360 ,53804 ,45469 ,48357 ,52697 ,42771 ,53037 ,69089 ,581183 
1380 ,2132 ,CHARLOTTE SW,-80.987,35.0998,A,4,Y,3811 ,51 ,45332 ,47372 ,62013 ,46860 ,44927 ,61414 ,51900 ,55197 ,60150 ,48821 ,60538 ,78861 ,663386 
1381 ,2133 ,LAPLATA,-76.9823,38.5418,C,2,Y,560 ,145 ,27077 ,26948 ,35277 ,26657 ,25557 ,34936 ,29524 ,31399 ,35928 ,29161 ,36160 ,47104 ,385729 
1382 ,2134 ,KERNERSVILLE,-80.0995,36.1101,C,4,Y,3811 ,79 ,19642 ,20526 ,26870 ,20304 ,19466 ,26610 ,22488 ,23916 ,26063 ,21154 ,26231 ,34170 ,287438 
1383 ,2135 ,OAKDALE,-92.9473,44.9958,C,1,Y,590 ,206 ,25414 ,26558 ,36505 ,26271 ,25188 ,34431 ,29097 ,30945 ,33722 ,27371 ,33940 ,44212 ,373653 
1384 ,2136 ,PUYALLUP SOUTH,-122.2955,47.1099,C,1,Y,558 ,209 ,21578 ,22550 ,29519 ,22306 ,21386 ,29234 ,24705 ,26274 ,28632 ,23239 ,28817 ,37539 ,315778 
1385 ,2137 ,ATLANTA MIDTOWN,-84.399391,33.79322,C,4,Y,594 ,239 ,26849 ,28057 ,36728 ,27754 ,26609 ,36374 ,30739 ,32691 ,35625 ,28915 ,35855 ,46707 ,392903 
1386 ,2138 ,FREDERICKSBURG  S,-77.5015,38.2247,B,2,Y,560 ,103 ,35563 ,37163 ,48649 ,36762 ,35245 ,48179 ,40715 ,43302 ,47188 ,38300 ,47492 ,61866 ,520425 
1387 ,2139 ,WESTHEIMER,-95.5186,29.7364,C,7,Y,578 ,214 ,23264 ,24311 ,31825 ,24048 ,23056 ,31517 ,26635 ,28327 ,30869 ,25054 ,31068 ,40471 ,340443 
1388 ,2140 ,TUCSON N,-111.60182,33.38981,A,8,Y,588 ,37 ,47309 ,49438 ,64717 ,48904 ,46886 ,64092 ,54163 ,57604 ,62773 ,50950 ,63178 ,82300 ,692315 
1389 ,2141 ,UNION NORTH,-74.286395,40.716439,B,1,Y,589 ,200 ,42206 ,44106 ,57738 ,43630 ,41830 ,57180 ,48322 ,51392 ,56003 ,45455 ,56365 ,73424 ,617651 
1390 ,2142 ,MCKINNEY SW,-96.7298,33.1286,A+,4,Y,578 ,108 ,43517 ,45476 ,59531 ,44984 ,43128 ,58956 ,49822 ,52987 ,57742 ,46866 ,58115 ,75704 ,636829 
1391 ,2143 ,LA TOPANGA PLAZA,-118.6036,34.1929,A,5,Y,593 ,120 ,39894 ,39704 ,51975 ,39275 ,37655 ,51473 ,43499 ,46262 ,52079 ,44708 ,51532 ,67657 ,565713 
1392 ,2144 ,STEEPLECHASE,-95.6062,29.9197,C,7,Y,578 ,202 ,28779 ,30074 ,39369 ,29749 ,28522 ,38989 ,32949 ,35042 ,38187 ,30994 ,38433 ,50065 ,421153 
1393 ,2145 ,DENTON,-97.1,33.16,A+,4,Y,578 ,123 ,52439 ,54799 ,71736 ,54207 ,51971 ,71043 ,60037 ,63851 ,69581 ,56475 ,70030 ,91225 ,767392 
1394 ,2146 ,CORAL SPRINGS,-80.203609,26.285442,B,6,Y,3808 ,418 ,32122 ,33567 ,43942 ,33205 ,31835 ,43517 ,36776 ,39112 ,42622 ,34594 ,42897 ,55880 ,470069 
1395 ,2147 ,WEST COVINA SOUTH,-117.911061,34.040762,C,5,Y,3806 ,35 ,31029 ,30882 ,40426 ,32075 ,30752 ,42037 ,35525 ,37782 ,42532 ,34774 ,40081 ,52623 ,450518 
1396 ,2149 ,PHOENIX SW,-112.2688,33.4397,D,8,Y,588 ,6 ,12328 ,12883 ,16865 ,12744 ,12218 ,16702 ,14115 ,15011 ,16359 ,13277 ,16464 ,21447 ,180416 
1397 ,2150 ,WEST JORDAN LANDING,-111.9837,40.6114,C,1,Y,554 ,565 ,22542 ,23556 ,30837 ,23302 ,22341 ,30539 ,25808 ,27447 ,29911 ,24277 ,30104 ,39215 ,329878 
1398 ,2151 ,TUSTIN,-117.8269,33.6965,A,5,Y,3806 ,46 ,54119 ,53862 ,70509 ,53280 ,51082 ,69827 ,61960 ,65897 ,74181 ,60650 ,69907 ,91782 ,777055 
1399 ,2152 ,BROWNSVILLE N,-97.5118,25.9686,C,7,Y,578 ,537 ,23607 ,24670 ,32294 ,24403 ,23397 ,31982 ,27028 ,28745 ,31324 ,25424 ,31526 ,41068 ,345470 
1400 ,2153 ,OXFORD,-85.7836,33.6098,D,4,Y,580 ,119 ,21711 ,22688 ,29700 ,22443 ,21517 ,29413 ,24857 ,26436 ,28808 ,23382 ,28994 ,37769 ,317717 
1401 ,2154 ,GULF SHORES ,-87.6807,30.3031,D,7,Y,580 ,364 ,19194 ,20057 ,26257 ,19841 ,19022 ,26003 ,21975 ,23371 ,25468 ,20671 ,25632 ,33390 ,280879 
1402 ,2155 ,FERNANDINA BEACH,-81.5487,30.6278,C,7,Y,3808 ,92 ,19205 ,20070 ,26272 ,19853 ,19034 ,26019 ,21988 ,23385 ,25483 ,20683 ,25648 ,33410 ,281049 
1403 ,2156 ,WATERBURY,-73.0337,41.5832,C,1,Y,3802 ,130 ,29379 ,30702 ,40190 ,30370 ,29117 ,39802 ,33636 ,35773 ,38983 ,31640 ,39235 ,51109 ,429937 
1404 ,2157 ,STREETSBORO,-81.3531,41.238,D,1,Y,3804 ,162 ,19681 ,20566 ,26923 ,20344 ,19505 ,26663 ,22532 ,23964 ,26114 ,21195 ,26283 ,34237 ,288007 
1405 ,2158 ,BIG FLATS,-76.8709,42.154,C,1,Y,3802 ,181 ,24075 ,25159 ,32934 ,24887 ,23860 ,32616 ,27563 ,29314 ,31945 ,25928 ,32151 ,41882 ,352313 
1406 ,2159 ,SANDUSKY,-82.6744,41.4213,D,1,Y,587 ,200 ,14538 ,15192 ,19887 ,15028 ,14408 ,19695 ,16644 ,17701 ,19290 ,15656 ,19414 ,25290 ,212743 
1407 ,2161 ,BAINBRIDGE,-81.3908,41.3595,C,1,Y,3804 ,168 ,24000 ,25080 ,32831 ,24809 ,23785 ,32514 ,27477 ,29223 ,31845 ,25847 ,32050 ,41751 ,351212 
1408 ,2163 ,MISSION VIEJO N,-117.683475,33.623109,B,5,Y,3806 ,51 ,36385 ,36212 ,47404 ,35821 ,34343 ,49293 ,41657 ,44303 ,49873 ,40775 ,46999 ,61706 ,524770 
1409 ,2164 ,LAS VEGAS BLUE DIAMOND,-115.1956,36.0409,C,8,Y,588 ,312 ,25097 ,26227 ,34333 ,25943 ,24873 ,34001 ,28734 ,30559 ,33301 ,27029 ,33516 ,43660 ,367274 
1410 ,2165 ,VISTA SOUTH,-117.22835,33.13692,B,5,Y,3806 ,79 ,31681 ,33107 ,43339 ,32749 ,31398 ,42920 ,36271 ,38575 ,43425 ,35504 ,40923 ,53729 ,463623 
1411 ,2166 ,BIDDEFORD,-70.5112,43.4737,D,1,Y,579 ,221 ,17121 ,17891 ,23421 ,17698 ,16968 ,23194 ,19601 ,20846 ,22717 ,18438 ,22864 ,29784 ,250543 
1412 ,2167 ,N DARTMOUTH,-71.0033,41.638,B,1,Y,579 ,221 ,28324 ,29599 ,38747 ,29279 ,28071 ,38373 ,32428 ,34488 ,37583 ,30504 ,37825 ,49274 ,414495 
1413 ,2168 ,WILSON,-77.9654,35.7428,D,4,Y,594 ,212 ,18903 ,19754 ,25859 ,19540 ,18734 ,25609 ,21642 ,23016 ,25082 ,20358 ,25244 ,32884 ,276623 
1414 ,2169 ,KANNAPOLIS,-80.6769,35.4185,A+,4,Y,3811 ,44 ,48439 ,50620 ,66264 ,50073 ,48007 ,65624 ,55458 ,58981 ,64274 ,52168 ,64688 ,84267 ,708862 
1415 ,2170 ,MILLVILLE,-75.0423,39.4219,C,1,Y,560 ,288 ,19746 ,20635 ,27012 ,20412 ,19570 ,26752 ,22607 ,24043 ,26201 ,21266 ,26370 ,34351 ,288966 
1416 ,2171 ,BUCKHEAD S,-84.3663,33.8251,C,4,Y,594 ,238 ,28126 ,29392 ,38476 ,29074 ,27875 ,38104 ,32201 ,34247 ,37320 ,30291 ,37561 ,48929 ,411597 
1417 ,2172 ,CONCORDVILLE,-75.528169,39.882786,C,1,Y,589 ,128 ,31313 ,32722 ,42835 ,32368 ,31033 ,42422 ,35850 ,38127 ,41549 ,33723 ,41817 ,54473 ,458231 
1418 ,2173 ,ABINGTON,-70.9279,42.1106,B,1,Y,579 ,206 ,37900 ,39606 ,51847 ,39178 ,37562 ,51346 ,43392 ,46148 ,50290 ,40818 ,50614 ,65933 ,554636 
1419 ,2174 ,CONYERS,-83.97,33.64,C,4,Y,594 ,213 ,24967 ,26091 ,34154 ,25809 ,24744 ,33824 ,28584 ,30400 ,33128 ,26889 ,33342 ,43433 ,365366 
1420 ,2175 ,STAFFORD S,-77.493816,38.344835,D,2,Y,560 ,101 ,17838 ,18641 ,24402 ,18440 ,17679 ,24167 ,20423 ,21720 ,23669 ,19211 ,23822 ,31032 ,261044 
1421 ,2176 ,TEMPE N,-111.90394,33.431217,B,8,Y,588 ,19 ,35538 ,37138 ,48616 ,36736 ,35221 ,48146 ,40687 ,43272 ,47155 ,38273 ,47459 ,61824 ,520066 
1422 ,2177 ,N AURORA,-88.3651,41.799,D,1,Y,3809 ,24 ,19195 ,19104 ,25008 ,18897 ,18118 ,24766 ,20929 ,22259 ,25469 ,20672 ,25634 ,33392 ,273443 
1423 ,2178 ,BLOOMFIELD TOWNSHIP,-83.294182,42.603501,B,1,Y,587 ,139 ,23376 ,24428 ,31978 ,24164 ,23168 ,31669 ,26763 ,28463 ,31018 ,25175 ,31218 ,40666 ,342088 
1424 ,2179 ,DIAMOND BAR,-117.8208,34.0034,B,5,Y,553 ,28 ,29491 ,29351 ,38422 ,29034 ,27836 ,38051 ,32156 ,34199 ,38498 ,33050 ,38094 ,50015 ,418196 
1425 ,2180 ,MONTICELLO,-93.77229,45.29297,B,1,Y,551 ,34 ,38160 ,39878 ,52202 ,39447 ,37819 ,51698 ,43689 ,46464 ,50634 ,41097 ,50961 ,66385 ,558434 
1426 ,2181 ,GLOUCESTER TOWNSHIP,-74.9943,39.7462,B,1,Y,560 ,286 ,32391 ,33849 ,44311 ,33484 ,32102 ,43883 ,37085 ,39441 ,42980 ,34885 ,43257 ,56350 ,474018 
1427 ,2182 ,SOMERSWORTH,-70.8833,43.235,C,1,Y,579 ,196 ,25315 ,26454 ,34630 ,26168 ,25089 ,34296 ,28983 ,30824 ,33590 ,27263 ,33807 ,44039 ,370457 
1428 ,2183 ,BRIGHTON,-104.7767,39.9564,B,1,Y,554 ,129 ,34828 ,36396 ,47644 ,36002 ,34517 ,47184 ,39874 ,42408 ,46213 ,37509 ,46511 ,60589 ,509676 
1429 ,2184 ,S UNION TWP,-79.7573,39.9082,D,1,Y,3804 ,217 ,16623 ,17371 ,22740 ,17183 ,16474 ,22520 ,19031 ,20240 ,22057 ,17902 ,22199 ,28918 ,243259 
1430 ,2185 ,HAYWARD N,-122.1198,37.6661,A,3,Y,555 ,93 ,42329 ,42128 ,55148 ,41672 ,39953 ,57346 ,48462 ,51541 ,58020 ,47437 ,54678 ,71787 ,610500 
1431 ,2186 ,HARRISBURG E,-76.8045,40.247,B,1,Y,589 ,57 ,31230 ,32636 ,42722 ,32283 ,30951 ,42309 ,35755 ,38026 ,41439 ,33634 ,41706 ,54329 ,457019 
1432 ,2187 ,LA CANTERA,-98.5982,29.6045,C,7,Y,3801 ,258 ,28151 ,29418 ,38510 ,29100 ,27899 ,38138 ,32229 ,34277 ,37353 ,30317 ,37594 ,48972 ,411956 
1433 ,2188 ,MIAMI CENTRAL,-80.1937,25.8089,A+,6,Y,3808 ,450 ,66289 ,65974 ,86364 ,68524 ,65697 ,89807 ,75894 ,80715 ,87958 ,71391 ,88526 ,115319 ,962459 
1434 ,2189 ,KNOLLWOOD,-93.3939,44.9359,AA+,1,Y,551 ,21 ,71351 ,74562 ,97607 ,73757 ,70714 ,96664 ,81689 ,86879 ,94675 ,76843 ,95286 ,124125 ,1044152 
1435 ,2190 ,LUBBOCK W,-101.9546,33.5469,B,4,Y,3801 ,329 ,29423 ,30747 ,40250 ,30415 ,29160 ,39862 ,33686 ,35826 ,39041 ,31688 ,39293 ,51186 ,430578 
1436 ,2191 ,CHEEKTOWAGA,-78.6989,42.8788,B,1,Y,3804 ,344 ,34536 ,36091 ,47245 ,35701 ,34228 ,46789 ,39541 ,42052 ,45826 ,37195 ,46122 ,60081 ,505407 
1437 ,2192 ,MARYSVILLE,-122.1909,48.1514,C,1,Y,558 ,280 ,26931 ,28144 ,36842 ,27839 ,26691 ,36486 ,30834 ,32792 ,35735 ,29004 ,35966 ,46851 ,394115 
1438 ,2193 ,MAPLE GROVE N,-93.476099,45.136681,A+,1,Y,551 ,15 ,46094 ,48169 ,63056 ,47648 ,45682 ,62447 ,52773 ,56125 ,61162 ,49642 ,61556 ,80187 ,674539 
1439 ,2194 ,BISMARCK,-100.7849,46.7985,A,1,Y,551 ,425 ,41139 ,42991 ,56278 ,42526 ,40772 ,55734 ,47100 ,50092 ,54587 ,44305 ,54939 ,71567 ,602029 
1440 ,2195 ,LAKE ELSINORE,-117.3425,33.69,C,5,Y,553 ,42 ,26675 ,27876 ,36492 ,27575 ,26437 ,36139 ,30540 ,32481 ,36564 ,29894 ,34457 ,45240 ,390370 
1441 ,2196 ,MIAMI LAKES,-80.292665,25.940511,D,6,Y,3808 ,446 ,21243 ,21142 ,27676 ,20914 ,20051 ,27409 ,24321 ,25866 ,28187 ,22878 ,28369 ,36955 ,305013 
1442 ,2197 ,WESTMINSTER NE,-104.989,39.9584,B,1,Y,554 ,130 ,35055 ,36632 ,47954 ,36236 ,34742 ,47491 ,40134 ,42683 ,46514 ,37753 ,46814 ,60982 ,512989 
1443 ,2199 ,WEST ALLIS,-88.0459,42.9958,A,1,Y,557 ,29 ,43063 ,45002 ,58910 ,44516 ,42679 ,58341 ,49303 ,52435 ,57141 ,46378 ,57509 ,74915 ,630193 
1444 ,2200 ,FRIDLEY,-93.2512,45.0659,A+,1,Y,551 ,6 ,55269 ,57757 ,75607 ,57133 ,54776 ,74877 ,63277 ,67297 ,73336 ,59523 ,73809 ,96148 ,808808 
1445 ,2201 ,ROSS TOWNSHIP,-80.0094,40.5259,B,1,Y,3804 ,212 ,27636 ,28880 ,37806 ,28568 ,27390 ,37441 ,31641 ,33651 ,36671 ,29764 ,36907 ,48078 ,404432 
1446 ,2202 ,MECHANICSBURG,-77.009082,40.249979,C,1,Y,589 ,45 ,26632 ,27830 ,36432 ,27530 ,26394 ,36080 ,30490 ,32427 ,35337 ,28681 ,35565 ,46330 ,389728 
1447 ,2203 ,CHESAPEAKE S,-76.2342,36.6613,C,4,Y,3811 ,329 ,28733 ,30026 ,39306 ,29702 ,28476 ,38926 ,32896 ,34986 ,38125 ,30944 ,38371 ,49985 ,420477 
1448 ,2204 ,BRYANT,-92.5321,34.6043,C,4,Y,3803 ,472 ,20061 ,20964 ,27443 ,20737 ,19882 ,27178 ,22967 ,24427 ,26619 ,21605 ,26790 ,34899 ,293571 
1449 ,2205 ,ROSENBERG,-95.7524,29.5479,C,7,Y,578 ,237 ,21246 ,22203 ,29065 ,21963 ,21057 ,28784 ,24325 ,25870 ,28192 ,22882 ,28374 ,36961 ,310921 
1450 ,2206 ,NAMPA,-116.5899,43.6088,C,1,Y,558 ,434 ,20083 ,20987 ,27473 ,20760 ,19903 ,27208 ,22993 ,24453 ,26648 ,21628 ,26820 ,34937 ,293891 
1451 ,2207 ,SOUTHFIELD,-83.2252,42.5133,B,1,Y,587 ,143 ,33783 ,35303 ,46214 ,34922 ,33481 ,45768 ,38678 ,41135 ,44826 ,36383 ,45115 ,58770 ,494378 
1452 ,2208 ,PIER PARK,-85.8686,30.2188,C,7,Y,556 ,198 ,30609 ,31987 ,41873 ,31641 ,30336 ,41468 ,35044 ,37270 ,40615 ,32965 ,40877 ,53249 ,447932 
1453 ,2209 ,SUNCOAST PASCO COUNTY,-82.5509,28.1842,B,6,Y,556 ,268 ,28278 ,29551 ,38684 ,29232 ,28026 ,38310 ,32375 ,34432 ,37522 ,30455 ,37764 ,49194 ,413822 
1454 ,2210 ,BOYNTON BEACH SE,-80.086728,26.533195,A,6,Y,3808 ,400 ,46320 ,48405 ,63366 ,47882 ,45907 ,62754 ,53032 ,56401 ,61462 ,49886 ,61859 ,80581 ,677855 
1455 ,2211 ,IRONDEQUOIT,-77.5745,43.1981,D,1,Y,3804 ,413 ,17679 ,18475 ,24185 ,18275 ,17521 ,23951 ,20241 ,21527 ,23459 ,19040 ,23610 ,30756 ,258720 
1456 ,2212 ,BROOKLYN COLLEGE,-73.94668,40.63136,A+,1,Y,3802 ,185 ,63062 ,65900 ,86267 ,65188 ,62499 ,85434 ,72199 ,76785 ,83676 ,67915 ,84216 ,109705 ,922845 
1457 ,2213 ,WINDSOR,-72.6524,41.8914,C,1,Y,3802 ,126 ,28739 ,30033 ,39315 ,29708 ,28482 ,38935 ,32903 ,34993 ,38134 ,30951 ,38380 ,49996 ,420568 
1458 ,2214 ,LINCOLN ,-121.3005,38.8732,C,3,Y,555 ,43 ,22862 ,22753 ,29786 ,23633 ,22658 ,30973 ,26175 ,27837 ,31337 ,25621 ,29532 ,38772 ,331939 
1459 ,2216 ,EL PASO,-106.29,31.76,A,4,Y,588 ,422 ,42215 ,44115 ,57750 ,43639 ,41838 ,57192 ,48332 ,51402 ,56015 ,45464 ,56376 ,73440 ,617779 
1460 ,2217 ,FORT WAYNE GLENBROOK,-85.1364,41.1111,B,1,Y,559 ,137 ,24508 ,25611 ,33527 ,25335 ,24290 ,33203 ,28059 ,29842 ,32520 ,26395 ,32730 ,42636 ,358656 
1461 ,2218 ,LONGMONT,-105.09,40.17,A,1,Y,554 ,146 ,38678 ,40419 ,52911 ,39982 ,38333 ,52400 ,44282 ,47095 ,51322 ,41655 ,51653 ,67286 ,566018 
1462 ,2219 ,PARKER,-104.7719,39.5096,A,1,Y,554 ,101 ,34299 ,35843 ,46920 ,35455 ,33993 ,46467 ,39269 ,41763 ,45511 ,36939 ,45804 ,59668 ,501930 
1463 ,2220 ,NORMAN,-97.4831,35.2354,AA+,4,Y,3803 ,308 ,73119 ,76410 ,100026 ,75585 ,72467 ,99060 ,83714 ,89032 ,97022 ,78747 ,97647 ,127202 ,1070031 
1464 ,2221 ,COLORADO SPRINGS NE,-104.744511,38.9726,C,1,Y,554 ,55 ,25753 ,26913 ,35230 ,26622 ,25524 ,34890 ,29485 ,31358 ,34172 ,27736 ,34392 ,44802 ,376877 
1465 ,2222 ,KC SPEEDWAY,-94.8317,39.1267,C,1,Y,3803 ,57 ,22343 ,23348 ,30565 ,23096 ,22143 ,30269 ,25580 ,27205 ,29646 ,24062 ,29838 ,38868 ,326964 
1466 ,2223 ,MEDINA,-93.5276,45.0443,C,1,Y,590 ,218 ,23127 ,24168 ,31638 ,23907 ,22921 ,31332 ,26478 ,28160 ,30687 ,24907 ,30885 ,40233 ,338445 
1467 ,2224 ,MCALLEN,-98.2529,26.2437,D,7,Y,3801 ,478 ,15925 ,16641 ,21785 ,16462 ,15782 ,21574 ,18232 ,19390 ,21130 ,17150 ,21266 ,27703 ,233041 
1468 ,2225 ,EDGEWATER,-105.05583,39.74613,C,1,Y,554 ,116 ,22159 ,23157 ,30313 ,22906 ,21961 ,30021 ,25370 ,26981 ,29403 ,23865 ,29592 ,38549 ,324277 
1469 ,2226 ,CLEVELAND W,-81.773938,41.468279,C,1,Y,587 ,249 ,22165 ,23163 ,30322 ,22913 ,21967 ,30029 ,25377 ,26989 ,29411 ,23871 ,29601 ,38560 ,324366 
1470 ,2227 ,PEORIA FAR NORTH,-112.274603,33.708798,B,8,Y,588 ,27 ,30339 ,31705 ,41503 ,31362 ,30068 ,41103 ,34735 ,36942 ,40257 ,32674 ,40516 ,52779 ,443983 
1471 ,2228 ,CLEVELAND S,-81.690168,41.460832,D,1,Y,587 ,254 ,16319 ,17054 ,22324 ,16869 ,16174 ,22109 ,18684 ,19871 ,21654 ,17575 ,21794 ,28390 ,238816 
1472 ,2229 ,ST PAUL MIDWAY,-93.155217,44.954624,AAA+,1,Y,551 ,20 ,87273 ,91201 ,119389 ,90216 ,86494 ,118235 ,99918 ,106266 ,115802 ,93990 ,116549 ,151824 ,1277159 
1473 ,2230 ,LIVONIA,-83.33569,42.366885,B,1,Y,587 ,132 ,28069 ,29332 ,38397 ,29015 ,27818 ,38026 ,32135 ,34177 ,37244 ,30229 ,37484 ,48829 ,410756 
1474 ,2231 ,WHEELING,-80.5991,40.0578,D,2,Y,3804 ,160 ,12855 ,13434 ,17586 ,13289 ,12741 ,17416 ,14718 ,15653 ,17058 ,13845 ,17168 ,22364 ,188125 
1475 ,2232 ,NATL CTY PL BONITA,-117.065659,32.656097,B,5,Y,3806 ,110 ,29992 ,29850 ,39075 ,29527 ,28309 ,40633 ,34338 ,36519 ,41111 ,33612 ,38742 ,50865 ,432573 
1476 ,2233 ,JACKSONVILLE W,-81.82721,30.198396,B,7,Y,556 ,159 ,27814 ,29066 ,38049 ,28752 ,27566 ,37682 ,31844 ,33867 ,36906 ,29955 ,37144 ,48386 ,407031 
1477 ,2234 ,ROWLETT,-96.559888,32.908566,B,4,Y,578 ,83 ,34660 ,36220 ,47414 ,35828 ,34350 ,46956 ,39682 ,42203 ,45990 ,37327 ,46286 ,60296 ,507212 
1478 ,2235 ,BRANDON S,-82.333009,27.895291,A,6,Y,556 ,279 ,41285 ,43143 ,56477 ,42677 ,40916 ,55932 ,47267 ,50270 ,54781 ,44463 ,55134 ,71821 ,604165 
1479 ,2236 ,DEER VALLEY,-112.069349,33.638106,A,8,Y,588 ,21 ,41183 ,43037 ,56338 ,42572 ,40816 ,55794 ,47151 ,50146 ,54646 ,44353 ,54999 ,71645 ,602680 
1480 ,2237 ,MISSION,-98.284,26.1979,B,7,Y,3801 ,483 ,27442 ,28677 ,37540 ,28367 ,27197 ,37178 ,31418 ,33414 ,36413 ,29554 ,36647 ,47739 ,401587 
1481 ,2238 ,SAN JOSE E,-121.81,37.3,A,3,Y,555 ,118 ,45019 ,44805 ,58653 ,44321 ,42493 ,60991 ,51542 ,54816 ,61708 ,50452 ,58153 ,76349 ,649300 
1482 ,2239 ,STONE OAK,-98.444657,29.653377,A,7,Y,3801 ,252 ,41386 ,43249 ,56615 ,42781 ,41016 ,56068 ,47382 ,50392 ,54915 ,44571 ,55269 ,71997 ,605641 
1483 ,2240 ,NASHVILLE W,-86.89,36.135,B,4,Y,580 ,122 ,28533 ,29817 ,39032 ,29495 ,28278 ,38655 ,32667 ,34742 ,37860 ,30729 ,38104 ,49637 ,417549 
1484 ,2241 ,CHAMBERSBURG ,-77.627728,39.94161,C,1,Y,589 ,4 ,24415 ,25514 ,33399 ,25238 ,24197 ,33077 ,27952 ,29728 ,32396 ,26294 ,32605 ,42473 ,357289 
1485 ,2243 ,GRAND PRAIRIE S,-97.0598,32.6448,B,4,Y,3801 ,16 ,34276 ,35819 ,46889 ,35432 ,33970 ,46436 ,39242 ,41735 ,45481 ,36914 ,45774 ,59628 ,501597 
1486 ,2244 ,CHARLOTTE MIDTOWN,-80.834793,35.214143,A,4,Y,3811 ,43 ,43826 ,45799 ,59953 ,45304 ,43435 ,59374 ,50176 ,53364 ,58152 ,47199 ,58528 ,76242 ,641352 
1487 ,2245 ,ONTARIO N,-117.564101,34.075448,C,5,Y,553 ,10 ,30705 ,32087 ,42004 ,31740 ,30431 ,41598 ,35154 ,37387 ,42088 ,34410 ,39663 ,52074 ,449342 
1488 ,2246 ,RICHLAND TWP,-75.3712,40.4603,C,1,Y,589 ,143 ,33008 ,34494 ,45155 ,34121 ,32714 ,44719 ,37791 ,40192 ,43799 ,35549 ,44081 ,57423 ,483047 
1489 ,2247 ,RIVERDALE,-74.326089,40.989187,B,1,Y,579 ,173 ,30818 ,32205 ,42159 ,31857 ,30543 ,41752 ,35284 ,37525 ,40893 ,33190 ,41156 ,53613 ,450996 
1490 ,2248 ,PORT ST LUCIE,-80.427917,27.269919,D,6,Y,3808 ,343 ,15798 ,16509 ,21611 ,16330 ,15657 ,21402 ,18087 ,19236 ,20962 ,17014 ,21097 ,27483 ,231185 
1491 ,2249 ,ANSONIA,-73.079882,41.340711,D,1,Y,3802 ,144 ,18281 ,19104 ,25008 ,18897 ,18118 ,24767 ,20930 ,22259 ,24257 ,19688 ,24414 ,31803 ,267526 
1492 ,2250 ,CULPEPER ,-77.96369,38.48096,D,2,Y,560 ,82 ,14623 ,15281 ,20004 ,15116 ,14493 ,19811 ,16742 ,17805 ,19403 ,15749 ,19528 ,25439 ,213995 
1493 ,2251 ,PLEASANT PRAIRIE,-87.928359,42.565702,A,1,Y,557 ,60 ,35015 ,36591 ,50295 ,36196 ,34702 ,47437 ,40088 ,42635 ,46461 ,37710 ,46761 ,60913 ,514804 
1494 ,2252 ,MORGAN HILL,-121.651065,37.154885,C,3,Y,593 ,205 ,24949 ,24830 ,32505 ,24562 ,23549 ,32191 ,27204 ,28932 ,32569 ,27960 ,32227 ,42312 ,353789 
1495 ,2253 ,WATERTOWN,-75.961018,43.970898,C,1,Y,3802 ,135 ,26015 ,27186 ,35588 ,26892 ,25783 ,35244 ,29784 ,31676 ,34519 ,28017 ,34742 ,45257 ,380702 
1496 ,2254 ,STERLING HEIGHTS W,-83.086828,42.562923,C,1,Y,587 ,151 ,19750 ,20639 ,27017 ,20415 ,19573 ,26756 ,22611 ,24048 ,26206 ,21270 ,26375 ,34357 ,289016 
1497 ,2255 ,WASHINGTON,-90.98132,38.53589,D,1,Y,559 ,278 ,14145 ,14782 ,19351 ,14622 ,14019 ,19164 ,16195 ,17224 ,18769 ,15234 ,18891 ,24608 ,207005 
