ID,STORE,NAME,X,Y,CLASS,CLIMATE,FOOD,DC,MILES,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TTL
133 ,301 ,RANCHO CUCAMONGA,-117.58,34.1,A+,5, ,553 ,9 ,51318 ,53628 ,70202 ,53048 ,50860 ,69524 ,58754 ,62486 ,70342 ,57511 ,66289 ,87032 ,750994 
134 ,302 ,DUARTE,-117.98074,34.138374,B,5,Y,553 ,32 ,33482 ,33323 ,43622 ,32963 ,31603 ,43201 ,38333 ,40769 ,45894 ,37523 ,43250 ,56783 ,480746 
135 ,303 ,OCEANSIDE,-117.36,33.26,A,5,Y,3806 ,77 ,40085 ,39895 ,52225 ,39464 ,37836 ,51721 ,45894 ,48809 ,54945 ,44923 ,51780 ,67982 ,575558 
136 ,304 ,EL CAJON,-116.87,32.84,C,5,Y,3806 ,105 ,28146 ,28012 ,36670 ,29095 ,27895 ,38131 ,32224 ,34271 ,38580 ,31543 ,36357 ,47734 ,408658 
137 ,305 ,MIRA MESA,-117.14,32.91,A,5, ,3806 ,92 ,45446 ,47492 ,62170 ,46978 ,45040 ,61569 ,52031 ,55336 ,62293 ,50930 ,58704 ,77073 ,665062 
138 ,307 ,PALM SPRINGS,-116.480319,33.789201,C,5, ,3806 ,64 ,23768 ,24838 ,32514 ,24569 ,23556 ,32200 ,27212 ,28940 ,32579 ,26636 ,30702 ,40309 ,347823 
139 ,309 ,SANTA MARIA,-120.26,34.96,B,5, ,593 ,141 ,33751 ,35271 ,46172 ,34890 ,33450 ,45726 ,38642 ,41097 ,46263 ,37824 ,43598 ,57240 ,493924 
140 ,310 ,SACRAMENTO/RIVERSIDE,-121.5,38.56,A,3,Y,555 ,22 ,47980 ,47752 ,62511 ,47236 ,45288 ,61907 ,52316 ,55640 ,62635 ,53770 ,61978 ,81371 ,680385 
141 ,311 ,SACRAMENTO/MADISON,-121.35,38.66,D,3, ,555 ,27 ,20662 ,21592 ,28266 ,21359 ,20478 ,27993 ,23656 ,25159 ,28322 ,23156 ,26690 ,35042 ,302375 
142 ,312 ,SACRAMENTO/ARDEN,-121.41,38.59,A,3,Y,555 ,24 ,43115 ,42910 ,56172 ,42446 ,40695 ,55629 ,49362 ,52497 ,59097 ,48318 ,55693 ,73119 ,619052 
143 ,313 ,STOCKTON,-121.33,38,A,3, ,555 ,64 ,41730 ,43608 ,57086 ,43137 ,41357 ,56534 ,47776 ,50811 ,57199 ,46766 ,53904 ,70771 ,610679 
144 ,314 ,FRESNO,-119.76,36.8,B,3, ,593 ,104 ,33201 ,34696 ,45419 ,34321 ,32905 ,44980 ,38012 ,40427 ,45509 ,37208 ,42887 ,56307 ,485873 
145 ,316 ,BAKERSFIELD,-119.02,35.34,A,3,,593 ,23 ,0 ,48586 ,63493 ,44841 ,46643 ,61689 ,53016 ,49522 ,28927 ,0 ,0 ,0 ,396717 
146 ,317 ,CHICO,-121.81,39.71,B,3, ,555 ,81 ,31272 ,32679 ,42779 ,32326 ,30993 ,42366 ,35803 ,38077 ,42864 ,35045 ,40395 ,53035 ,457634 
147 ,318 ,YUBA CITY,-121.61,39.02,B,3, ,555 ,30 ,28387 ,29665 ,38834 ,29345 ,28134 ,38458 ,32501 ,34565 ,38911 ,31813 ,36669 ,48143 ,415424 
148 ,319 ,TEMPE,-111.93,33.36,B,8, ,588 ,20 ,28019 ,29280 ,38330 ,28964 ,27769 ,37959 ,32079 ,34117 ,37178 ,30176 ,37418 ,48743 ,410032 
149 ,320 ,COLMA,-122.45,37.69,AAA+,3,Y,555 ,98 ,97418 ,96956 ,126921 ,95908 ,91951 ,125695 ,106223 ,112970 ,127173 ,109174 ,125839 ,165215 ,1381444 
150 ,321 ,REDWOOD CITY,-122.24,37.46,AA,3,Y,555 ,115 ,66694 ,66377 ,86891 ,65659 ,62951 ,86052 ,72721 ,77341 ,91417 ,74742 ,86151 ,113108 ,950103 
151 ,322 ,MOUNTAIN VIEW,-122.09,37.38,A,3, ,555 ,118 ,48749 ,50943 ,66688 ,50393 ,48314 ,66044 ,55813 ,59358 ,66821 ,54632 ,62971 ,82675 ,713402 
152 ,323 ,CUPERTINO,-122.1,37.3,A+,3,Y,555 ,124 ,68880 ,68552 ,89739 ,67812 ,65014 ,88873 ,75105 ,79876 ,94414 ,77192 ,88974 ,116815 ,981245 
153 ,324 ,SAN JOSE W,-121.92,37.26,AA,3,Y,555 ,122 ,64683 ,67595 ,88486 ,66864 ,64106 ,87631 ,74055 ,78760 ,88661 ,72489 ,83553 ,109698 ,946581 
154 ,328 ,DUBLIN,-121.93,37.71,A+,3,Y,555 ,87 ,50489 ,50250 ,65780 ,49707 ,47656 ,65145 ,57805 ,61477 ,69206 ,56582 ,65219 ,85627 ,724942 
155 ,330 ,PLEASANT HILL,-122.08,37.96,A,3, ,555 ,66 ,43861 ,45835 ,60002 ,45340 ,43470 ,59422 ,50216 ,53406 ,60121 ,49154 ,56657 ,74386 ,641870 
156 ,331 ,VALLEJO,-122.2,38.11,B,3,Y,555 ,57 ,39462 ,39275 ,51413 ,40793 ,39110 ,53462 ,45180 ,48050 ,54091 ,44224 ,50975 ,66925 ,572961 
157 ,332 ,PITTSBURG,-121.91,38.02,D,3, ,555 ,70 ,20793 ,21729 ,28445 ,21494 ,20608 ,28170 ,23806 ,25318 ,28501 ,23302 ,26859 ,35264 ,304290 
158 ,335 ,CORPUS CHRISTI,-97.39,27.73,A,7, ,578 ,406 ,31403 ,32817 ,42959 ,32462 ,31123 ,42544 ,35954 ,38238 ,41669 ,33821 ,41938 ,54631 ,459559 
159 ,336 ,IRVINE,-117.82,33.7,A,5,Y,553 ,46 ,36572 ,36398 ,47648 ,36005 ,34520 ,47187 ,39877 ,42410 ,47742 ,40985 ,47241 ,62024 ,518609 
160 ,337 ,EVERETT,-122.19,47.9,C,1, ,558 ,265 ,23788 ,24859 ,32542 ,24590 ,23576 ,32228 ,27235 ,28965 ,31564 ,25619 ,31768 ,41383 ,348118 
161 ,338 ,LYNNWOOD,-122.28,47.85,A,1, ,558 ,259 ,36652 ,38302 ,50139 ,37888 ,36325 ,49655 ,41963 ,44628 ,48633 ,39473 ,48947 ,63761 ,536366 
162 ,339 ,FACTORIA,-122.15,47.56,B,1, ,558 ,242 ,31697 ,33124 ,43362 ,32766 ,31414 ,42943 ,36290 ,38595 ,42059 ,34137 ,42330 ,55142 ,463860 
163 ,341 ,NORTH TACOMA,-122.47,47.25,A,1,Y,558 ,211 ,41125 ,42976 ,56258 ,42512 ,40758 ,55715 ,47084 ,50075 ,54568 ,44290 ,54920 ,71543 ,601824 
164 ,342 ,PUYALLUP,-122.33,47.15,B,1, ,558 ,211 ,20940 ,21883 ,28646 ,21646 ,20753 ,28369 ,23974 ,25497 ,27785 ,22552 ,27964 ,36428 ,306438 
165 ,343 ,VANCOUVER,-122.58,45.69,D,1, ,558 ,85 ,17767 ,18567 ,24305 ,18366 ,17608 ,24070 ,20341 ,21633 ,23575 ,19134 ,23727 ,30908 ,260002 
166 ,344 ,BEAVERTON,-122.8,45.49,B,1, ,558 ,66 ,38795 ,40542 ,53072 ,40104 ,38449 ,52559 ,44417 ,47238 ,51477 ,41782 ,51809 ,67490 ,567734 
167 ,345 ,WASHINGTON,-122.78,45.44,A,1, ,558 ,64 ,38136 ,39853 ,52170 ,39422 ,37796 ,51666 ,43662 ,46436 ,50603 ,41072 ,50929 ,66343 ,558087 
168 ,346 ,CLACKAMAS,-122.51,45.41,B,1,Y,558 ,68 ,38763 ,40508 ,53028 ,40070 ,38417 ,52516 ,44380 ,47199 ,51435 ,41747 ,51767 ,67434 ,567265 
169 ,347 ,SAGINAW,-83.97,43.49,C,1, ,587 ,146 ,18845 ,19694 ,25780 ,19481 ,18677 ,25531 ,21576 ,22947 ,25006 ,20296 ,25167 ,32784 ,275785 
170 ,348 ,BELLINGHAM,-122.42,48.77,A,1, ,558 ,331 ,33836 ,35359 ,46287 ,34977 ,33534 ,45840 ,38739 ,41200 ,44897 ,36440 ,45186 ,58863 ,495159 
171 ,349 ,LAKEWOOD,-122.51,47.17,B,1, ,558 ,204 ,27880 ,29135 ,38140 ,28821 ,27632 ,37772 ,31920 ,33948 ,36994 ,30026 ,37233 ,48502 ,408004 
172 ,350 ,FLINT,-83.72,42.97,D,1, ,587 ,120 ,17818 ,18620 ,24375 ,18419 ,17659 ,24139 ,20400 ,21696 ,23643 ,19189 ,23795 ,30997 ,260749 
173 ,351 ,ROCHESTER,-83.12,42.66,B,1,Y,587 ,149 ,31418 ,32832 ,42979 ,32477 ,31137 ,42564 ,35970 ,38255 ,41688 ,33836 ,41957 ,54656 ,459770 
174 ,353 ,DEARBORN HEIGHTS,-83.28,42.34,C,1,Y,587 ,135 ,29820 ,31162 ,40793 ,30826 ,29554 ,40399 ,34141 ,36310 ,39568 ,32115 ,39823 ,51876 ,436388 
175 ,354 ,CANTON,-83.49,42.33,B,1, ,587 ,123 ,33944 ,35472 ,46435 ,35089 ,33641 ,45987 ,38863 ,41331 ,45040 ,36557 ,45331 ,59051 ,496741 
176 ,355 ,TOPEKA,-95.82,39.01,C,1, ,3803 ,14 ,23078 ,24117 ,31571 ,23857 ,22872 ,31266 ,26422 ,28101 ,30622 ,24855 ,30820 ,40148 ,337729 
177 ,356 ,ALBUQUERQUE/WYOMING,-106.5,35.13,B,1,Y,588 ,434 ,32717 ,34189 ,44756 ,33820 ,32425 ,44324 ,37457 ,39837 ,43412 ,35235 ,43692 ,56916 ,478778 
178 ,357 ,ALBUQUERQUE/LOMAS,-106.52,35.1,B,1,Y,588 ,433 ,33309 ,34808 ,45566 ,34432 ,33012 ,45126 ,38135 ,40558 ,44198 ,35873 ,44483 ,57946 ,487447 
179 ,358 ,CLOVIS,-119.71,36.82,B,3, ,593 ,105 ,34746 ,36310 ,47532 ,35918 ,34436 ,47073 ,39780 ,42308 ,47627 ,38939 ,44883 ,58927 ,508478 
180 ,359 ,RANCHO CALIFORNIA,-117.11,33.53,A,5, ,553 ,58 ,41151 ,43004 ,56295 ,42539 ,40784 ,55751 ,47114 ,50107 ,56406 ,46117 ,53157 ,69790 ,602215 
181 ,360 ,EAGAN,-93.2,44.8,B,1,Y,590 ,194 ,32221 ,32068 ,41979 ,31721 ,30413 ,41573 ,35133 ,37365 ,42754 ,34701 ,43030 ,56053 ,459010 
182 ,361 ,S LANSING,-84.57,42.68,C,1, ,587 ,70 ,20888 ,21828 ,28575 ,21593 ,20702 ,28299 ,23915 ,25434 ,27717 ,22496 ,27895 ,36338 ,305680 
183 ,362 ,HILLSBORO,-122.98,45.44,C,1, ,558 ,77 ,27966 ,29225 ,38257 ,28909 ,27716 ,37887 ,32018 ,34052 ,37108 ,30118 ,37347 ,48651 ,409254 
184 ,363 ,SCOTTSDALE,-111.79,33.52,C,8, ,588 ,31 ,20935 ,21877 ,28638 ,21640 ,20748 ,28362 ,23968 ,25490 ,27778 ,22546 ,27957 ,36419 ,306357 
185 ,364 ,WAUSAU,-89.55,44.9,B,1, ,557 ,168 ,29200 ,30514 ,39945 ,30185 ,28939 ,39559 ,33431 ,35555 ,38745 ,31447 ,38995 ,50798 ,427313 
186 ,365 ,E LANSING,-84.4,42.7,C,1, ,587 ,79 ,22273 ,23275 ,30469 ,23024 ,22074 ,30174 ,25500 ,27120 ,29553 ,23987 ,29744 ,38746 ,325938 
187 ,366 ,LEXINGTON,-84.54,38.01,B,2, ,559 ,191 ,32084 ,33528 ,43891 ,33166 ,31798 ,43467 ,36733 ,39066 ,42572 ,34554 ,42847 ,55815 ,469521 
188 ,373 ,SMYRNA,-84.5,33.87,B,4, ,580 ,186 ,28777 ,30072 ,39367 ,29747 ,28520 ,38987 ,32947 ,35040 ,38184 ,30992 ,38431 ,50062 ,421126 
189 ,387 ,GASTONIA,-81.133,35.2633,D,4, ,3811 ,33 ,15770 ,16480 ,21573 ,16302 ,15629 ,21365 ,18055 ,19202 ,20925 ,16984 ,21060 ,27434 ,230781 
190 ,397 ,N GRAND RAPIDS,-85.77,43.01,C,1, ,587 ,81 ,23900 ,24976 ,32695 ,24706 ,23687 ,32379 ,27363 ,29101 ,31713 ,25740 ,31918 ,41578 ,349756 
191 ,399 ,GRAND RAPIDS SW,-85.84,42.92,C,1, ,587 ,75 ,22511 ,23525 ,30795 ,23270 ,22310 ,30498 ,25773 ,27410 ,29870 ,24244 ,30063 ,39162 ,329432 
192 ,530 ,OMAHA N.W.    (SUPER),-96.11,41.3,A,1,Y,590 ,254 ,39730 ,41519 ,54351 ,41070 ,39376 ,53826 ,45487 ,48377 ,52718 ,42788 ,53058 ,69117 ,581416 
193 ,531 ,LAWRENCE      (SUPER),-95.21,38.91,A,1,Y,3803 ,37 ,34357 ,35904 ,47000 ,35516 ,34050 ,46546 ,39335 ,41834 ,45588 ,37002 ,45882 ,59769 ,502784 
194 ,532 ,S. OMAHA (PAPILLION),-96.06,41.14,A,1,Y,590 ,254 ,33624 ,35138 ,45997 ,34758 ,33324 ,45553 ,38496 ,40941 ,44616 ,36212 ,44903 ,58494 ,492056 
195 ,533 ,DAVENPORT,-90.54,41.58,A,1,Y,3809 ,108 ,42094 ,43989 ,57584 ,43514 ,41718 ,57028 ,48193 ,51255 ,55855 ,45334 ,56215 ,73229 ,616009 
196 ,604 ,KALAMAZOO,-85.56,42.2,C,1, ,587 ,12 ,23926 ,25003 ,32731 ,24733 ,23713 ,32415 ,27393 ,29133 ,31748 ,25768 ,31952 ,41623 ,350139 
197 ,605 ,STERLING HEIGHTS,-83.01,42.56,C,1, ,587 ,155 ,19011 ,19867 ,26007 ,19652 ,18841 ,25755 ,21765 ,23148 ,25225 ,20474 ,25388 ,33072 ,278207 
198 ,606 ,SILVERDALE,-122.72,47.67,B,1, ,558 ,245 ,32931 ,34413 ,45049 ,34041 ,32637 ,44614 ,37702 ,40097 ,43696 ,35465 ,43977 ,57288 ,481909 
199 ,607 ,OLYMPIA,-123.03,47.08,B,1, ,558 ,189 ,30790 ,32176 ,42120 ,31828 ,30515 ,41714 ,35251 ,37491 ,40855 ,33160 ,41119 ,53564 ,450583 
200 ,608 ,SALEM,-122.93,44.91,C,1, ,558 ,24 ,22552 ,23567 ,30851 ,23312 ,22351 ,30553 ,25820 ,27460 ,29924 ,24288 ,30117 ,39233 ,330028 
201 ,609 ,ALBANY,-123.08,44.64,C,1, ,558 ,2 ,22793 ,23819 ,31181 ,23562 ,22590 ,30879 ,26096 ,27753 ,30244 ,24547 ,30439 ,39652 ,333555 
202 ,610 ,BATTLE CREEK,-85.24,42.29,D,1, ,587 ,24 ,15885 ,16600 ,21731 ,16421 ,15743 ,21521 ,18187 ,19342 ,21078 ,17108 ,21214 ,27635 ,232466 
203 ,611 ,FARMINGTON HILLS,-83.35,42.46,C,1,Y,587 ,137 ,29357 ,30678 ,40160 ,30347 ,29095 ,39772 ,33610 ,35745 ,38953 ,31616 ,39204 ,51070 ,429607 
204 ,612 ,SPRINGFIELD,-123.01,44.06,C,1, ,558 ,47 ,26389 ,27577 ,36100 ,27279 ,26154 ,35752 ,30213 ,32132 ,35016 ,28421 ,35242 ,45908 ,386183 
205 ,613 ,MEDFORD,-122.9,42.27,B,1, ,558 ,225 ,29946 ,31294 ,40966 ,30956 ,29679 ,40570 ,34285 ,36463 ,39735 ,32251 ,39992 ,52096 ,438235 
206 ,614 ,BAKERSFIELD NE,-118.88,35.41,A,3, ,593 ,29 ,40647 ,42477 ,55605 ,42018 ,40285 ,55068 ,46537 ,49493 ,55716 ,45552 ,52506 ,68935 ,594839 
207 ,615 ,REDDING,-122.32,40.67,B,3, ,555 ,154 ,30706 ,32088 ,42005 ,31741 ,30432 ,41599 ,35155 ,37388 ,42089 ,34411 ,39664 ,52075 ,449352 
208 ,616 ,W LANSING,-84.64,42.72,C,1, ,587 ,69 ,19772 ,20662 ,27048 ,20439 ,19595 ,26786 ,22637 ,24075 ,26235 ,21294 ,26404 ,34396 ,289343 
209 ,617 ,BOISE,-116.29,43.63,C,1, ,558 ,448 ,24414 ,25513 ,33398 ,25237 ,24196 ,33076 ,27952 ,29727 ,32395 ,26293 ,32604 ,42472 ,357279 
210 ,618 ,PUEBLO,-104.6,38.43,D,1, ,554 ,15 ,16526 ,17270 ,22608 ,17084 ,16379 ,22390 ,18921 ,20123 ,21929 ,17798 ,22070 ,28750 ,241849 
211 ,619 ,SHOREVIEW,-93.14,45.09,AA+,1,Y,551 ,10 ,56385 ,58923 ,77135 ,58287 ,55882 ,76389 ,64555 ,68656 ,74817 ,60725 ,75300 ,98091 ,825147 
212 ,620 ,LACROSSE,-91.23,43.91,C,1, ,557 ,171 ,26565 ,27761 ,36340 ,27461 ,26328 ,35989 ,30414 ,32346 ,35249 ,28610 ,35476 ,46213 ,388751 
213 ,622 ,TOLEDO NE,-83.55,41.71,D,1, ,587 ,145 ,17968 ,18777 ,24581 ,18574 ,17808 ,24343 ,20572 ,21879 ,23842 ,19351 ,23996 ,31259 ,262951 
214 ,623 ,TOLEDO NW,-83.65,41.71,B,1, ,587 ,142 ,30040 ,31392 ,41094 ,31053 ,29772 ,40697 ,34393 ,36578 ,39860 ,32352 ,40117 ,52259 ,439607 
215 ,624 ,TOLEDO W,-83.75,41.63,C,1, ,587 ,145 ,20738 ,21672 ,28370 ,21437 ,20553 ,28096 ,23743 ,25251 ,27517 ,22334 ,27695 ,36077 ,303484 
216 ,625 ,ALBUQUERQUE NW,-106.84,35.15,B,1, ,588 ,429 ,27506 ,28745 ,37628 ,28434 ,27261 ,37265 ,31492 ,33493 ,36498 ,29624 ,36734 ,47851 ,402530 
217 ,626 ,SAN JOSE LANDESS,-121.83,37.41,B,3,Y,555 ,112 ,36508 ,36334 ,47564 ,35942 ,34459 ,47104 ,39807 ,42336 ,47658 ,40913 ,47158 ,61915 ,517699 
218 ,627 ,SOUTH CENTER,-122.27,47.45,B,1, ,558 ,232 ,31836 ,33269 ,43552 ,32910 ,31552 ,43131 ,36449 ,38765 ,42243 ,34287 ,42516 ,55384 ,465893 
219 ,628 ,LONGVIEW,-122.76,46.14,C,1, ,558 ,120 ,23490 ,24547 ,32133 ,24282 ,23280 ,31823 ,26893 ,28601 ,31168 ,25298 ,31369 ,40864 ,343747 
220 ,629 ,FLINT EAST,-83.7,43.01,C,1, ,587 ,122 ,19195 ,20059 ,26259 ,19842 ,19024 ,26005 ,21977 ,23373 ,25470 ,20673 ,25634 ,33393 ,280904 
221 ,631 ,BAY CITY,-83.96,43.59,D,1, ,587 ,155 ,14785 ,15450 ,20225 ,15283 ,14653 ,20030 ,16927 ,18002 ,19618 ,15923 ,19744 ,25720 ,216362 
222 ,632 ,PORT HURON,-82.5,43.08,C,1, ,587 ,197 ,20129 ,21035 ,27536 ,20808 ,19949 ,27270 ,23046 ,24510 ,26709 ,21678 ,26881 ,35017 ,294569 
223 ,634 ,ANN ARBOR,-83.84,42.26,B,1,Y,587 ,108 ,39350 ,41121 ,53830 ,40677 ,38998 ,53310 ,45051 ,47913 ,52213 ,42378 ,52550 ,68454 ,575845 
224 ,635 ,CASTLETON,-86.07,39.9,D,1, ,559 ,27 ,16085 ,16809 ,22004 ,16627 ,15942 ,21792 ,18416 ,19586 ,21343 ,17323 ,21481 ,27982 ,235390 
225 ,636 ,NORTH SPOKANE,-117.41,47.76,B,1, ,558 ,420 ,26204 ,27383 ,35846 ,27087 ,25970 ,35500 ,30000 ,31906 ,34769 ,28221 ,34994 ,45585 ,383465 
226 ,637 ,W. SEATTLE,-122.37,47.55,A,1, ,558 ,235 ,41141 ,42993 ,56280 ,42528 ,40773 ,55736 ,47102 ,50094 ,54589 ,44307 ,54941 ,71570 ,602055 
227 ,638 ,W. BOCA RATON,-80.22,26.35,C,6,Y,3808 ,413 ,23875 ,23761 ,31105 ,24680 ,23661 ,32345 ,27334 ,29070 ,31679 ,25712 ,31883 ,41533 ,346638 
228 ,639 ,MESA EAST,-111.72,33.4,C,8, ,588 ,35 ,19607 ,20490 ,26823 ,20268 ,19432 ,26564 ,22448 ,23874 ,26017 ,21117 ,26185 ,34110 ,286935 
229 ,641 ,MERCED,-120.52,37.36,B,3, ,593 ,162 ,32748 ,34222 ,44799 ,33852 ,32456 ,44366 ,37493 ,39875 ,44888 ,36700 ,42302 ,55538 ,479237 
230 ,642 ,DELRAY BEACH,-80.08,26.46,C,6,Y,3808 ,404 ,26321 ,26196 ,34292 ,27209 ,26086 ,35659 ,30135 ,32049 ,34925 ,28347 ,35151 ,45790 ,382161 
231 ,643 ,APPLE VALLEY,-93.2,44.75,AA+,1,Y,590 ,192 ,55661 ,58167 ,76144 ,57538 ,55164 ,75408 ,63726 ,67774 ,73856 ,59945 ,74333 ,96831 ,814548 
232 ,645 ,REGENCY,-81.49,30.35,C,7, ,3808 ,116 ,21382 ,22344 ,29250 ,22103 ,21191 ,28967 ,24480 ,26035 ,28371 ,23027 ,28554 ,37196 ,312900 
233 ,647 ,ALTAMONTE SPRINGS,-81.41,28.66,B,6,Y,556 ,256 ,30786 ,30640 ,40109 ,30308 ,29058 ,39722 ,35247 ,37486 ,40850 ,33155 ,41113 ,53556 ,442030 
234 ,649 ,E. COLONIAL,-81.35,28.56,C,6,Y,556 ,263 ,25214 ,25094 ,32850 ,24823 ,23799 ,32532 ,27492 ,29239 ,31863 ,27154 ,33672 ,43863 ,357595 
235 ,650 ,ORLANDO S,-81.38,28.46,D,6, ,556 ,266 ,14997 ,15672 ,20516 ,15503 ,14863 ,20318 ,17170 ,18261 ,19899 ,16151 ,20028 ,26089 ,219467 
236 ,652 ,BOOT RANCH,-82.68,28.1,B,6, ,556 ,278 ,25821 ,26983 ,35322 ,26691 ,25590 ,34981 ,29562 ,31440 ,34261 ,27808 ,34482 ,44919 ,377861 
237 ,654 ,LARGO,-82.76,27.91,B,6,Y,556 ,282 ,33777 ,33616 ,44006 ,33253 ,31881 ,43581 ,38671 ,41127 ,44818 ,36376 ,45107 ,58759 ,484972 
238 ,655 ,NORTH DALE MABRY,-82.49,28.08,C,6,Y,556 ,269 ,24802 ,24684 ,32313 ,24417 ,23410 ,32001 ,28395 ,30199 ,32909 ,26711 ,33121 ,43146 ,356108 
239 ,656 ,UNIVERSITY PLAZA,-82.45,28.08,D,6, ,556 ,268 ,18167 ,18984 ,24852 ,18779 ,18004 ,24612 ,20799 ,22120 ,24105 ,19565 ,24261 ,31603 ,265851 
240 ,657 ,BEMIDJI,-94.76,47.53,C,1,Y,551 ,226 ,24943 ,26066 ,34122 ,25784 ,24720 ,33792 ,28557 ,30371 ,33097 ,26863 ,33310 ,43392 ,365016 
241 ,658 ,MOORHEAD,-96.72,46.92,C,1, ,551 ,236 ,22591 ,23608 ,30904 ,23353 ,22389 ,30605 ,25864 ,27507 ,29976 ,24330 ,30169 ,39300 ,330594 
242 ,659 ,BRAINERD,-94.242987,46.358602,B,1, ,551 ,122 ,30045 ,31398 ,41102 ,31059 ,29777 ,40705 ,34399 ,36584 ,39867 ,32358 ,40124 ,52268 ,439687 
243 ,660 ,FONTANA,-117.48,34.05,B,5,Y,553 ,8 ,36068 ,37691 ,49340 ,37284 ,35746 ,48864 ,41294 ,43917 ,49438 ,40420 ,46590 ,61169 ,527821 
244 ,661 ,WILLMAR,-95.04,45.12,D,1, ,551 ,103 ,18775 ,19620 ,25684 ,19408 ,18607 ,25436 ,21495 ,22861 ,24912 ,20220 ,25073 ,32661 ,274751 
245 ,662 ,COTTAGE GROVE,-92.93,44.82,C,1,Y,590 ,191 ,25463 ,25342 ,33175 ,25069 ,24034 ,32854 ,29153 ,31005 ,33787 ,27423 ,34005 ,44297 ,365609 
246 ,663 ,MANKATO,-93.951441,44.17387,B,1, ,590 ,167 ,32406 ,33865 ,44331 ,33499 ,32117 ,43903 ,37102 ,39459 ,43000 ,34901 ,43277 ,56376 ,474236 
247 ,664 ,PLYMOUTH,-93.43,45.05,AAA,1,Y,590 ,218 ,65906 ,68872 ,90158 ,68128 ,65317 ,89287 ,75455 ,80248 ,87450 ,70978 ,88014 ,114652 ,964464 
248 ,665 ,SARASOTA,-82.47,27.23,C,6, ,556 ,336 ,20043 ,20945 ,27418 ,20718 ,19864 ,27153 ,22947 ,24404 ,26594 ,21585 ,26766 ,34867 ,293303 
249 ,666 ,COLUMBUS NW,-83.13,40.12,A,2,Y,3804 ,26 ,37685 ,39382 ,51553 ,38956 ,37349 ,51055 ,43146 ,45887 ,50004 ,40586 ,50327 ,65559 ,551489 
250 ,668 ,COLUMBUS SW,-83.12,39.96,D,2, ,3804 ,20 ,14066 ,14700 ,19243 ,14541 ,13941 ,19057 ,16105 ,17128 ,18665 ,15149 ,18785 ,24471 ,205848 
251 ,669 ,SOUTHSIDE,-81.5,30.19,B,7, ,3808 ,123 ,25045 ,26173 ,34262 ,25890 ,24822 ,33931 ,28674 ,30496 ,33232 ,26973 ,33447 ,43570 ,366514 
252 ,670 ,SPRINGFIELD,-89.69,39.78,B,1,Y,3809 ,183 ,29630 ,30963 ,40533 ,30629 ,29365 ,40141 ,33923 ,36078 ,39315 ,31910 ,39569 ,51545 ,433599 
253 ,671 ,TRAVERSE CITY,-85.7,44.76,B,1, ,587 ,300 ,30342 ,31708 ,41508 ,31365 ,30071 ,41107 ,34739 ,36945 ,40261 ,32678 ,40520 ,52785 ,444028 
254 ,672 ,MIDLAND,-84.34,43.59,D,1, ,587 ,150 ,15910 ,16626 ,21764 ,16446 ,15768 ,21554 ,18215 ,19372 ,21110 ,17134 ,21247 ,27677 ,232823 
255 ,673 ,JACKSON,-84.41,42.27,C,1, ,587 ,74 ,21940 ,22928 ,30014 ,22680 ,21744 ,29724 ,25119 ,26715 ,29112 ,23629 ,29300 ,38168 ,321071 
256 ,674 ,MARION,-88.91,37.71,C,2, ,559 ,239 ,21310 ,22269 ,29152 ,22029 ,21120 ,28870 ,24398 ,25948 ,28276 ,22950 ,28459 ,37072 ,311852 
257 ,675 ,FAIRFIELD,-122.03,38.29,C,3,Y,555 ,37 ,30522 ,30377 ,39766 ,31552 ,30250 ,41351 ,34945 ,37165 ,41837 ,34206 ,39427 ,51764 ,443162 
258 ,676 ,SALINAS,-121.63,36.73,A,3, ,593 ,189 ,45122 ,47152 ,61726 ,46643 ,44719 ,61129 ,51659 ,54941 ,61848 ,50567 ,58285 ,76523 ,660314 
259 ,677 ,ANAHEIM HILLS,-117.74,33.85,A,5,Y,553 ,34 ,47155 ,46931 ,61436 ,46424 ,44509 ,60843 ,51417 ,54683 ,61558 ,52846 ,60912 ,79972 ,668686 
260 ,679 ,COEUR d'ALENE,-116.7,47.64,C,1, ,558 ,455 ,22797 ,23824 ,31187 ,23566 ,22594 ,30885 ,26101 ,27759 ,30250 ,24552 ,30445 ,39659 ,333619 
261 ,680 ,HENDERSON,-115.07,36.05,C,8, ,588 ,306 ,22375 ,23382 ,30609 ,23129 ,22175 ,30313 ,25617 ,27244 ,29689 ,24097 ,29881 ,38925 ,327437 
262 ,681 ,SEA-KENT,-122.2,47.39,B,1, ,558 ,229 ,31434 ,32849 ,43001 ,32494 ,31153 ,42586 ,35988 ,38275 ,41709 ,33853 ,41978 ,54684 ,460004 
263 ,682 ,"GERMANTOWN, MEMPHIS",-89.81,35.09,C,4,Y,580 ,195 ,21500 ,21398 ,28012 ,21167 ,20294 ,27741 ,24616 ,26179 ,28529 ,23155 ,28713 ,37403 ,308707 
264 ,684 ,WOODLAND,-95.47,30.14,B,7, ,578 ,182 ,35727 ,37335 ,48874 ,36932 ,35408 ,48402 ,40904 ,43502 ,47406 ,38477 ,47712 ,62153 ,522834 
265 ,685 ,PALMDALE,-118.24,34.59,B,5, ,593 ,114 ,26586 ,27783 ,36370 ,27483 ,26349 ,36018 ,30439 ,32372 ,36442 ,29795 ,34343 ,45089 ,389068 
